train_id	name	item_condition_id	category_name	brand_name	price	shipping	item_description
544	Real Techniques Brush Lot	3	Beauty/Tools & Accessories/Makeup Brushes & Tools		25.0	1	Selling as a set, will not seperate unless offer is decent. Everything pictured is included. All are in great condition purchased at the end of last year. Some has been washed some still need to be I still suggest washing before use! Included are: Blush brush Buffing brush Expert face brush Contour brush Detailer brush Brow brush Deluxe crease brush Accent brush Base shadow brush Fine liner brush
545	New True Religion outfit size 6 months	1	Kids/Girls 0-24 Mos/Bottoms		34.0	0	New Authentic True Religion outfit. Price is firm
546	Ring	3	Women/Jewelry/Rings		95.0	1	Diamond ring. Stamped10k weighing approximately 2.6 grams. This is definately a dainty ring and is approximately a little under a size 8. Another blow out special snatched it up while you can. This has been cut in half. Don't wait to long there are nine people that have liked it. This is a steal just in case you don't know that already.
547	Genuine fur coat	3	Women/Coats & Jackets/Peacoat		24.0	0	No size . Feel like L
548	NWT The North Face Women's Tundra FZ	1	Women/Sweaters/Full Zip	The North Face	51.0	0	Brand new Women's 100 Tundra Full Zip fleece in XXL in dramatic plum color. Price is firm.
549	PINK Americana tshirt	2	Women/Tops & Blouses/T-Shirts	PINK	16.0	0	Slightly oversized fitting. Worn 1x. No flaws
550	Nike set NWT. M	1	Women/Athletic Apparel/Other	Nike	39.0	0	Medium in women's (⚡️⚡️I have a lot of Nike deals, visit my closet ⚡️⚡️)
551	4 Papermate Pencils 0.7mm	1	Other/Office supplies/School Supplies	Paper Mate	8.0	1	Price is firm. [rm] +[rm] shipping. Brand new. 2 ounces Thanks for looking.
552	Supreme Script Beanie FW 2016	2	Men/Men's Accessories/Hats	Supreme	36.0	0	I bought this during the Fall/Winter 2016 Collection. purchased straight off of the supreme website. it's only been worn a couple times. still super clean. looks brand new. it's a New Era brand OSFA.
553	Winter bundle	2	Kids/Girls 0-24 Mos/One-Pieces	Old Navy	8.0	0	Shirt 0-3 month leggings 6 months old navy and carters
554	Samsung On5 dual tech hybrid case	1	Electronics/Cell Phones & Accessories/Cell Phone Accessories		8.0	0	Wholesale to the public
555	LuLaRoe OS Leggings	3	Women/Athletic Apparel/Pants, Tights, Leggings		17.0	0	LuLaRoe OS Leggings made in China. VGUC I bought used but never wore. Close up pictures included for condition. Made in China. Blue, red, yellow colors in pattern.
556	New Nike Benassi JDI	1	Men/Shoes/Sandals	Nike	26.0	0	New Nike Men's Benassi JDI Slide - size- 12 Because of the size the shipping have to be [rm] ***** PRICE IS FIRM ***** *****NO FREE SHIPPING ****
557	Tommy girl	3	Beauty/Fragrance/Women		13.0	0	Tommy girl. 1.0fl oz. Top part missing. Barely sprayed
558	Sperry Top-Sider Boat shoes size 7.5M	2	Women/Shoes/Loafers & Slip-Ons		36.0	0	These are a pair of Women's Sperry Top-Sider Angel Fish Slip-On Shoes Size 7.5. They are in excellent condition! They were only worn once! Thanks for looking!  Smoke free home, make a reasonable offer.
559	Nike Shox size 2c	3	Kids/Girls 0-24 Mos/Shoes	Nike	12.0	0	Girls Nike Shox size 2c EEUC, no noticeable flaws
560	TWO TODDLERS TWO PIECE SETS	3	Kids/Girls 2T-5T/Other	Disney	14.0	0	TWO TODDLE OUTFITS
561	V-neck Tshirts Bundle	3	Women/Sweaters/V-Neck		10.0	0	3 v-neckd are included in this bundle. The 3 colors include light pink, light blue, and coral. 2 of the vnecks are from Gap whereas the light pink vneck is from Abercrombie Fitch.
562	Banned 1s	1	Men/Shoes/Fashion Sneakers	Air Jordan	271.0	0	Size 11 DS Receipt is available
563	Polo ralph lauren	2	Men/Tops/Polo, Rugby	Polo Ralph Lauren	28.0	0	Hoodie
564	Colorful Notebooks 6 pack bundle	1	Other/Office supplies/School Supplies		12.0	0	"6 pack bundle 150 sheets ""Fat Book"""
565	The Wolf Man #114 Funko ON HOLD	1	Kids/Toys/Action Figures & Statues	Funko	22.0	1	Monsters - The Wolf Man #114 Funko pop! *TOY TOKYO EXCLUSIVE* *GLOWS IN THE DARK*
566	Black Forever21 Heels	2	Women/Shoes/Pumps	FOREVER 21	14.0	1	Black, Size US 7, Worn 1x
567	Vintage Nambe 562 1960's	3	Vintage & Collectibles/Antique/Collectibles		19.0	0	2 different sizes vintage Nambe bowls!
568	CHANEL Well Loved Brush Bundle! Authenti	3	Beauty/Tools & Accessories/Makeup Brushes & Tools	Chanel	30.0	1	Well loved Chanel brush bundle. I used these for artisry many years ago. There are 9 brushes total and are still in great shape. I gurantee authenticity as I purchased these one by one :-) #chanel #brushset #authentic #chanelbrushes
569	AirOptix Blue pair of contacts	1	Beauty/Makeup/Eyes		6.0	1	One pair (2 lenses) Plano lenses NO RX (used for color NOT vision) Color Blue Free shipping *ships Monday**
570	American Girl Books	3	Other/Books/Children's Books		26.0	0	Set of 13 books. Great condition! Retail value [rm]. The care and keeping of you *How to Win friends and influence people for teen girls * A smart girls guide to sticky situations * A smart girls guide to boys * A smart girls guide to starting middle school * stand up for yourself and your friends * hair * true stories * quiz book * to do today * the misadventure of American girl * ****staying home alone ****** ****math smarts ****** The last two books have some writing in then. Basically check marks when answering surveys. The other books look almost brand new. Spines not broken.
571	High Waisted Denim Distress Shorts	2	Women/Jeans/Other	Buffalo David Bitton	10.0	1	NWOT: High waisted denim shorts with rips in the front.
572	Original Brand New Adidas nmdr	1	Women/Shoes/Athletic	adidas Originals	140.0	1	Brand new inbox Adidas nmdr Sneakers available in different sizes. Inbox for your size.
573	Soda Streams	1	Home/Kitchen & Dining/Small Appliances		40.0	1	More than one available to buy/ Brand new never opened unused. Soda stream source starter kit features Easy Snap - Lock bottle insertion Limited lifetime warranty Home Soda Maker
574	Adult mouth guard1 black and 1 clear	1	Sports & Outdoors/Team Sports/Football		9.0	1	Protect teeth during sports or sleeping
575	Women's Green tshirt	2	Women/Tops & Blouses/T-Shirts		10.0	0	Nice dark green tshirt. Size medium.
576	OFRA BEVERLY HILLS HIGHLIGHTER	1	Beauty/Makeup/Makeup Palettes	Sephora	19.0	1	Swatched Full size
577	Jagger	2	Women/Shoes/Boots		16.0	0	Black Riding boots Great for the winter Only worn a couple of times; still in great condition Size 7
578	Summer Dress	3	Women/Dresses/Above Knee, Mini		10.0	1	Soft and light black/gray/white summer dress. Perfect for the beach! Offers are welcomed!
579	Outre Neesha Lace Front Wig Color DR30	2	Women/Women's Accessories/Hair Accessories		23.0	1	No description yet
580	Loeffler Randall Envelope Clutch	2	Women/Women's Accessories/Wallets	Loeffler Randall	33.0	1	This clutch is made of python embossed leather. New and unused - [rm] value
581	Spanish for Everyone NDS	2	Electronics/Video Games & Consoles/Games	Nintendo	9.0	0	Great little game that keeps your mind sharp. Has lots of things to do while you learn Spanish. It comes with the instruction book also.
582	iPhone 6/6s plus cases	3	Electronics/Cell Phones & Accessories/Cases, Covers & Skins	Apple	20.0	1	4 iPhone 6/6s plus cases.
583	Tommy Hilfiger	3	Men/Shorts/Casual Shorts	Tommy Hilfiger	10.0	0	size 30
584	J. Crew Military Green rolled sleeve tee	1	Women/Tops & Blouses/T-Shirts	J. Crew	9.0	1	NWT. Has split side detailing and rolled sleeves. Brand new, comes from smoke/pet free home.
585	Mens Plaid Button Up Shirt	1	Men/Tops/Button-Front	George	6.0	1	Never worn. Still has original tags. Comes from a pet free, smoke free home.
586	Blue Adidas Size 11 Men's	1	Men/Shoes/Athletic	Adidas	45.0	0	Purchase off of here for my boyfriend but he can't for them :( So I'm selling them
587	FINAL PRICE! Nikon Coolpix L830	3	Electronics/Cameras & Photography/Digital Cameras		106.0	0	A Nikon Coolpix L830 digital camera. It comes with the camera strap, the lens cap, the lens cap cord, the manual, and a 4 gb SD card. This is a point-and-shoot camera, not a DSLR, but I've taken some nice photos on it. It's 16 mp and has 34 x optical zoom. The camera is in perfect condition. I originally purchased this for about [rm], so NO LOWBALL OFFERS. No, I cannot offer free shipping. PRICE JUST LOWERED CONSIDERABLY! FINAL PRICE! NO LOWER!
588	Dose Of Colors Eyes Cream Palette	3	Beauty/Makeup/Eyes		18.0	1	Comes with protective slip. Used. Nothing has hit pan.
589	Honey & Spice ▪️New Fall Scent!	1	Beauty/Fragrance/Candles & Home Scents		3.0	1	"Try a NEW FALL scent of Pink Zebra Sprinkles soft soy wax melts!! ▪️ Sprinkle bag is 2""x3"" and contains (1) heaping tablespoon size scoop equal to (3/4 oz) of scent. See pic #2 for size comparison of a Pink Zebra Sprinkles scoop. See photos for more information Can be used in any brand electric wax warmer. These sprinkles are highly concentrated so a little bit goes a long way!! ▪️️Please note - Summer is here & the weather is heating up. These are made of soft soy wax and extreme heat from the sun can cause these to lose their pebble shape however, they will still offer their amazing fragrance in your warmer! Please check your mail & remove from mailbox as soon as possible."
590	Lularoe OS Butterflies	1	Women/Athletic Apparel/Pants, Tights, Leggings		30.0	1	Brand new with tag. Made in Vietnam
591	Under Armour black compression shirt	1	Men/Athletic Apparel/Shirts & Tops	Under Armour	13.0	1	Brand new with tags. Small barely noticeable defect on side stitching (see last picture)
592	Masters Visor Hat	2	Men/Men's Accessories/Hats	Masters	21.0	0	+ Masters Visor Hat + Official Masters Item + Hat is in great condition + Adjustable Hat ⛳️
593	They Say/ I Say English Book	3	Other/Books/Education & Teaching		10.0	1	Paperback - They Say/ I Say: The Moves That Matter in Academic Writing 3rd edition Bought used for AP English Lang summer reading. A very good read and a helpful guide throughout the year on writing academically and understanding the techniques you must know for AP Lang. Condition: Good. Edges are slightly folded in. Pencil writing inside front cover (pictured). No marks inside. - Price is NEGOTIABLE. Ships USPS on following Saturday of purchase. Bundle to save on shipping! Comment below or message me for questions and concerns ❤
594	Discontinued Mango tango twist fragrance	1	Beauty/Fragrance/Women	Bath & Body Works	12.0	0	Mist full sized
595	NWT MED VS PADDED BANDEAU	1	Women/Other/Other	Victoria's Secret	17.0	0	THIS LISTING IS FOR 1 NEW MEDIUM VS PINK PADDED BANDEAU Vs may put a black dot on the inside of tag/clothing to show this a final sale item and may not be returned . If this is a problem for you, please don't purchase IF YOU ASK FOR A LISTING YOU MUST BE READY TO PURCHASE IMMEDIATELY ACCORDING TO CHART SIZE FITS 34 C/D 36 A/B/C KEEP IN MIND THAT EVERYONES BODY IS DIFFERENT I AM NOT RESPONSIBLE IF IT DOES NOT FIT MY PRICE IS FIRM, I TAKE [rm] OFF EACH ADD ON I PAY FOR SHIPPING I SHIP FAST AND WOULD LIKE TO BE RATED IN A TIMELY MANNER. when you have received your item, please don't just disappear, funds will be released when you rate:-)I would appreciate this:-)IF YOU DONT RATE ME AFTER YOU HAVE RECEIVED YOUR ITEM AND I HAVE TO ASK THE APP TO RATE INSTEAD, YOU WILL BE BLOCKED PLEASE MESSAGE ME IF THERE IS A PROBLEM. BE MORE THAN HAPPY TO RESOLVE PROBLEM:-) I DO NOT ACCEPT OFFERS HOLDS OR TRADES TRACKING NUMBER WILL BE SENT IN LATE AFTERNOON DOLCE STILE:-)
596	Wildfox Couture SweetHeart Cutie shorts	2	Women/Athletic Apparel/Shorts	Wildfox Couture	73.0	0	Wildfox Couture SweetHeart Cutie Shorts Womens Sz S Rare BBJ Sleep
597	White Fuzzy Slippers (RETURNING SOON)	1	Women/Shoes/Slippers	Urban Outfitters	15.0	0	Never worn. Tags still on. Fits a size 9/10.
598	Kate Spade Wallet	3	Women/Women's Accessories/Wallets	Kate Spade	25.0	0	Black and Polka Dot Kate Spade Wallet Authentic Small crack in crease as shown in picture 4 Clean **NO FREE SHIPPING
599	Striped Sexy Dress	2	Women/Dresses/Full-Length		6.0	1	Super cute its long and sexy got online but by the time warm weather came I had lost too much weight! It's xl fits more like a large medium and stretches
600	New 18k gold cross necklace	1	Men/Men's Accessories/Other		24.0	0	"Brand new. It's real 18K gold filled men's cross necklace high quality. Chain length: 22"" Pendant length: 2"" Stamp 18K"
601	Chocolate Soleil Bronzer	1	Beauty/Makeup/Face	Too Faced	7.0	0	Never used Sample sizes Color is medium to deep Shipping is firm
602	Barbie Articulated Ken Male Doll	3	Kids/Toys/Dolls & Accessories	Barbie	10.0	0	Barbie Articulated Ken Male Doll for sale Good condition Does have a mark on his hand
603	3-6 month swim set	2	Kids/Boys 0-24 Mos/Swimwear		9.0	1	3 month to 6 month 3/9 swim set LIKE NEW!! Free shipping! I ship in 1-3 days excluding weekends! Follow me for more boys clothing newborn 3 month, and I have a lot of 12 month to post!
604	Nike men's size 9 Hyperdunks red	3	Men/Shoes/Athletic	Nike	31.0	0	Hyperdunks in red with florescent orange color accent. Size 9. Good condition
605	Wet n wild makeup lot	1	Beauty/Makeup/Makeup Sets	Wet n Wild	8.0	1	14 set makeup lot Wet n wild-coloricon kohl eyeliner/don't leaf me Wet n wild-brow & eye liner pencil crayon/dark brown Wet n wild-coloricon kohl eyeliner crayon/baby's got black Wet n wild-coloricon lipliner crayon/brandy wine Wet n wild-megaslicks lip gloss/seedless watermelon Wet n wild-lipstick/mink brown Wet n wild-eyeshadow/Panther Wet n wild-eyeshadow/brûlée Wet n wild-eyeshadow/brass Wet n wild-eyeshadow/bleached Wet n wild-eyeshadow/groupie Wet n wild-eyeshadow/nutty Wet n wild-wild shine nail color/ready to propose Wet n wild-wild shine nail color/sparked
606	12 M Outfits	1	Kids/Girls 0-24 Mos/One-Pieces		12.0	1	2 12 month outfits, sold together. One with black and white flowers with black and white striped pants. The other is multi colored with purple pants with matching design on sides. Never used.
607	FS! Sleep Right Dental Guard No Boil NEW	1	Other/Daily & Travel items/Personal Care		10.0	1	Package still sealed.
608	New 2 pairs nike long socks girls 9c-13c	1	Kids/Girls 2T-5T/Accessories	Nike	8.0	1	New with tags 2 pairs Nike long socks Girls 9c-13c Pink black white
609	Off The Shoulder Top Small	1	Women/Tops & Blouses/Tank, Cami		8.0	0	Super cute top, white/cream with black stripes, NWOT perfect condition. Just didn't look right on me.
610	Purple gymshark tank top	2	Women/Athletic Apparel/Shirts & Tops	Gymshark	20.0	1	Purple gymshark tank top. Small. Racerback. Somewhat see through. Slits on side. Never worn
611	Victoria's Secret leggings	2	Women/Athletic Apparel/Pants, Tights, Leggings	Victoria's Secret	28.0	0	Like new, size S FIRM PLS
612	Womens Bootie Boots. Never worn	2	Women/Shoes/Boots		26.0	0	Super Cute!! Size 8 women's
613	Loose Glitters	1	Beauty/Makeup/Eyes		10.0	1	6 for [rm] message me what colors u want when u purchase:)
614	Sports Bra Bundle	2	Women/Athletic Apparel/Sports Bras	XOXO	9.0	1	Super cute sports bra bundle- cobalt blue and black- cross back detail. Too small for me. Never worn- no tags- some padding
615	Pandora Adjustable Silver Necklace	2	Women/Jewelry/Necklaces	PANDORA	28.0	1	Authentic and in like new condition. Free shipping. Comes Pouched. From 15-18 inches Check out my other Pandora Items for addition [rm] off other purchases on the same shipping day. Priced competitively. Boxes are additional [rm]. Fast shipper and high rated!
616	The north face womens medium	3	Women/Coats & Jackets/Fleece Jacket	The North Face	12.0	0	pre owned no holes medium womens pull over half zip blue/pink smoke free home
617	Sale! Three pink body mists!	3	Beauty/Fragrance/Women	Victoria's Secret	16.0	0	Three pink body mists! Originally [rm] in total, only [rm] plus shipping! They have been used a couple times Includes: Cool & bright Total flirt Sweet & flirty
618	Michael Kors purple leather tote	3	Women/Women's Handbags/Totes & Shoppers	Michael Kors	100.0	1	"ON HOLD for AmandaC. All other buyers will have their order cancelled. Authentic Michael Kors purple leather tote with gold tone detachable MK logo key fob and gold tone hardware (and gold tone feet) 16"" wide x 9"" tall x 6"" deep Strap has a 10 1/2"" drop so it sits comfortably on your shoulder. Full zipper at top, khaki colored interior with signature Michael Kors logo. One interior zippered pocket and four interior side wall pockets. Soft walled, has been stuffed to maintain its shape. Original dust bag included. Excellent used condition no tears, stains or rips. All zippers are fully functional. This cue bag definitely has a lot of life left in it!!! Beautiful rich color for spring."
619	Plastic Sunglasses reserved for Mylah.	1	Women/Women's Accessories/Sunglasses		9.0	0	No description yet
620	Drug Rug Sweater	2	Women/Sweaters/Hooded	Urban Outfitters	14.0	0	Never been worn
621	Kids wall abc canvas	3	Home/Kids' Home Store/Kids' Room Décor		31.0	0	Kids or baby animal wall abc canvas 3 foot 3 by 1 foot 10
622	Victoria Secret Body Spray	1	Beauty/Fragrance/Women	Victoria's Secret	10.0	1	Love Spell Shimmer 8 oz Pure Seduction Red Plum 8.4 oz Never been used.
623	Dooney and Bourke wallet	3	Women/Women's Accessories/Wallets	Dooney & Bourke	19.0	0	Black and taupe small wallet. Leather has a couple of small scratches as shown in photo. Super cute!
624	Small pocket Bling Mirror	1	Beauty/Makeup/Makeup Sets		3.0	1	Small round compact mirror. Good size for purse or pocket.
625	Plexus Slim & (2) Pro Bio	1	Other/Daily & Travel items/Health Care		60.0	1	One pack, 30 day supply of plexus slim and two bottles of pro bio5. All exp 06/18.
626	Floral Torrid Shirt Size 2	3	Women/Tops & Blouses/Blouse		16.0	0	Gray shirt with purple roses. Crocheted neckline and back with hi-lo hem. Torrid size 2. Gently worn and in great condition. Smoke free home. Check out my other listings. Willing to bundle.
627	Uggs size 12 and 13	3	Kids/Girls 2T-5T/Shoes	UGG Australia	61.0	0	Navy boots come to mid calve brown pair is missing a tassel
628	Kawaii Bow Choker	1	Women/Jewelry/Necklaces		5.0	1	❄️ GREAT CHRISTMAS GIFT IDEA! ❄️ Super cute faux suede choker with bow and bells. ❄️ PRICE IS FIRM. ❄️ NO ORDER CANCELLATIONS!
629	Rhinestone hoop earring	3	Women/Jewelry/Earrings	Nordstrom	8.0	1	Light weight rhinestone hoop earring.
630	DOONEY Bourke	3	Women/Women's Handbags/Shoulder Bag	Dooney & Bourke	30.0	1	Nice almost new
631	KZW Matilda Jane sham	1	Home/Bedding/Duvet Covers & Sets		15.0	1	Item reserved for KZW
632	✨Soft Sateen Jeggings	2	Women/Jeans/Leggings	American Eagle	21.0	0	NWOT Blue AEO Sateen X Jeggings Really soft and comfortable! Ships immediately ✨
633	EUC Os Lularoe Leggings	2	Women/Athletic Apparel/Pants, Tights, Leggings		16.0	0	Tan with pretty flowers
634	Cage push up bralette	2	Women/Underwear/Bras	PINK	19.0	0	Neon and grey Victoria secret pink cage push up bralette Never worn but no tags Fits 32 and 34 A-C
635	Avon Penguin 1990 Tumbler Glasses	1	Home/Kitchen & Dining/Dining & Entertaining	Avon	15.0	0	Tumblers, Glasses, Avon Penguin Party Four 1990 Brand New in Box Brand new in the original box and packaging never used. These are Avon tumblers from 1990. There are four acrylic 14 oz. tumblers. They are clear with graphics of penguins at play. Each tumbler has the same graphic.
636	Physicians Formula Bronzer	2	Beauty/Makeup/Face	Physicians Formula	7.0	1	Butter Bronzer barley used
637	Red Shift Dress	1	Women/Dresses/Above Knee, Mini		10.0	1	New, never worn.
638	Final fantasy 13 free shipping ps3	3	Electronics/Video Games & Consoles/Games		8.0	1	Disc in great shape
639	VS PINK HOODIE	2	Women/Sweaters/Full Zip	PINK	24.0	0	Excellent condition No flaws Size small Price firm
640	Mohawk Rabbit Fur & Fox Fur Vest	3	Women/Coats & Jackets/Vest		30.0	0	Rabbit and Fox Fur Vest with Hood Gorgeous, only thing wrong is tag cut out and zipper part is missing:) SIZE XL BUT Runs like a L Open to offers:)
641	Reserved for Travis Mendez	3	Beauty/Fragrance/Women		12.0	1	Used a few sprays but still has a lot of perfume left in it. Don't use it anymore. I'm more into body sprays. AUTHENTIC. Smells very good (: Paid [rm] at macys website.
642	Ladies Size 2x chevron dress	3	Women/Dresses/Knee-Length		9.0	0	Ladies Size 2x blue and light beige chevron printed dress. Tacera brand dress. It is a sheer dress with a solid light beige spaghetti strap slip like under it. 3/4 sleeve. Please note it is missing the belt but has no affect in the wear of this pretty dress.
643	Labret Self Body Piercing Jewelry Kit	1	Women/Jewelry/Rings		9.0	1	You will receive everything shown in the picture 1x 16g Hollow piercing needle 1x 16g Steel stud 1x Alcohol prep pad Always pierce responsibly *Typically with hollow needles you get a needle a size larger than the jewelry you're putting in. (because in most cases you can put the jewelry inside of the needle so when the needle goes inside your body so does the jewelry) So please, if you would prefer to do it this way and need a larger needle, message me immediately after purchasing so I can accommodate you. Body Jewelry Piercing Pierced Plugs Gauges Gages Guages Stretchers Tunnels Daith Rook Helix Conch Ear Earrings Tragus Snug Eyebrow Bridge Lip Ring Hoop Nose Nostril Labret Snakebites Angelbites Belly Button Tapers Tunnels Monroe Septum Smiley Web 16g 14g 12g 10g Gauge Goth Punk Makeup Fashion Cute Modification Plugspiercingsandbrutality ppab
644	Baby boy onesie bundle	3	Kids/Boys 0-24 Mos/One-Pieces		8.0	1	In great condition sizes 3 to 9 months. Bundle of six onesies No stains
645	VS Sport Short Sleeve Hoodie	3	Women/Sweaters/Hooded	Victoria's Secret	18.0	0	Good condition no stains rips or holes Size is XSmall but fits up to medium No free ship
646	Pink water bottle	2	Sports & Outdoors/Exercise/Fitness accessories	PINK	14.0	0	Used once. Glass with silicone sleeve. Twist off cap
647	Eyelash and Brow Growth Serum:	1	Beauty/Makeup/Eyes		7.0	1	NeuCeutica Flash-Lash Eyelash Growth Serum: Enhances Lashes and Brows. Thickens with Biotin, E, Hyaluronic Acid, 7 ml HUGE 7 ML: #1 proven formula with biotin and peptides SCIENTIFICALLY REASERCHED FORMULA: Uses the same blend as the top eyelash enhancers for half the price LONG TERM EYELASH HEALTH: Experience stronger lashes with less breaking or falling out EFFICACY DATA: 86% experienced 22% thicker lashes and brows and 26% longer lashes NEUCEUTICA GUARANTEE: NEUCEUTICA wants you to be 100 percent satisfied with this product so they are offering a 6 month money back guarantee. Must use continuously for sustained results.
648	White Popclip Stand Popsocket Mount NEW	1	Electronics/Cell Phones & Accessories/Cell Phone Accessories		12.0	1	Popsocket and Popclip Combo [rm] full retail value for [rm] Free Same Day Shipping 1 x Popsockets phone grip stand 1 x Popclib Wall Mount or Car Dash Mount Brand New sealed Pop Socket
649	BabyGAP 1969	3	Kids/Boys 0-24 Mos/Bottoms	Gap	11.0	1	Gently worn infant jeans. (18/24 months)
650	Bb curl style BUNDLE	1	Beauty/Hair Care/Styling Products		39.0	0	Anti-humidity gel oil. Primer. Conditioning mousse (tried once)
651	Harem joggers	1	Men/Sweats & Hoodies/Track & Sweat Pants		10.0	0	Brand new no tags. These are camo joggers very cute with black skull on front. They are perfect to wear for any occasion! These are unisex men or women. They fit small to large nice stretchy waist band. Army jogging says Camo sweats Army harem pants Harem joggers Harem pants with skull Skull joggers Army joggers Camo joggers
652	6-9 months bundle	3	Kids/Girls 0-24 Mos/Tops & T-Shirts		18.0	1	Girl bundle 6-9 months everything is in good condition 2 dresses 10 pants 1 shirt 3 footed pajamas
653	Fossil vintage renewal purse	5	Women/Women's Handbags/Shoulder Bag	Fossil	36.0	0	No description yet
654	Rose Pink Lace Dress	3	Women/Dresses/Knee-Length	Macy's	15.0	1	This dress is a muted blush pink and was worn twice. No holes,tears, or stains.
655	Juicy Couture Bag good condition	2	Women/Women's Handbags/Messenger & Crossbody	Juicy Couture	7.0	1	No description yet
656	New Philosophy Loveswept Perfume	1	Beauty/Fragrance/Women	Sephora	16.0	0	New without box 2oz
657	Size 7 Black Forever 21 Sandals	3	Women/Shoes/Sandals	FOREVER 21	12.0	0	Black, leather-like strappy sandals. Perfect for the upcoming spring and summer season! These are super cute, they're just a little too big for me. I wore them once to a concert and got a little too lit and they have scuffs on them because of it:( shown in second and third photo. I paid [rm] originally. Plenty of life left!
658	Cricut Bundle For Jackson	1	Kids/Toys/Arts & Crafts		36.0	0	All new in package comes with 10 different embossing folders
659	Nike Dri-Fit Shirt	3	Men/Athletic Apparel/Shirts & Tops	Nike	9.0	0	Comfortable and gently used! Paid [rm] for it!
660	Undefeated T-Shirt	2	Men/Tops/T-shirts	Undefeated	19.0	0	Like new condition Quality material Staple piece
661	ELIMINATE Coffee Breath & REMOVE Stains!	1	Home/Kitchen & Dining/Coffee & Tea Accessories		20.0	1	100% ORGANIC & EFFECTIVE!! *****Kid Safe :) •Our Activated Charcoal and Bentonite Clay toothpaste works to WHITEN teeth, freshen breath, and protect your gums! •[Unfortunately, majority of commercial toothpastes (especially whitening) are filled with dangerous chemicals and toxins that slowly erode our tooth enamel & gums.] Brushing with our paste is an all-natural way to remove stains and discoloration without any bleach or abrasives. It's also effective in preventing cavities and killing the bad bacteria! •Dab your black bristle, biodegradable, BAMBOO toothbrush into jar until you get your preferred amount of paste. Then brush directly onto your teeth. After 3 mins, rinse away the Charcoal & STAINS ;) •Ingredients: Activated Charcoal, Bentonite Clay, Coconut Oil, Sea Salt, Purified Water, Pure Therapeutic Mint Essential Oil, Baking Soda •2oz container. 1 month supply • Single Bamboo Toothbrush
662	Black Volcom tiered tank	3	Women/Tops & Blouses/Tank, Cami	Volcom	14.0	0	This is such a cute tank from Volcom! The straps are adjustable by the tie in the front. So you will get a perfect fit! Two tiers of fabric. Says Volcom in white at the hem. Size small.
663	AlpineStars Jacket	1	Men/Coats & Jackets/Peacoat	Alpinestars	29.0	0	No description yet
664	large fitbit charge 2	1	Sports & Outdoors/Other/Other		10.0	0	[rm] For all four
665	UGG Bailey bow boots size 7	4	Women/Shoes/Boots	UGG Australia	56.0	0	UGG Bailey bow boots size 7 Still has a lot of life in them The bottom sole of the boot is a little worn and the boots has some lite stains please look at the pictures
666	Light Amber 925 SS Plated Ring 10	2	Women/Jewelry/Rings		10.0	1	Stunning Oval Set Light Amber Gemstone 925 Sterling Silver Plated Ring Size 10 -New Without Tags -Free Shipping The more you buy the more you save!! Check out the other items I have for sale... Buy 2 save [rm] Buy 3 save [rm] Buy 4 save [rm] Buy 5 or more save [rm]
667	Too faced better than sex mascara	1	Beauty/Makeup/Eyes	Too Faced	9.0	1	Brand new. I've tried this product before and I know I'm not going to use it so figured I would sell it to someone who wants it.
668	Planes fire and rescue blu ray + DVD	1	Electronics/Media/DVD		10.0	1	No description yet
669	Zip up jacket	2	Women/Sweaters/Full Zip		11.0	0	Never worn hot pink zip up. Super soft and cute.
670	Laura mercia powder	2	Beauty/Makeup/Face		17.0	1	No description yet
671	Thirty One bag/purse	2	Women/Women's Handbags/Shoulder Bag		14.0	0	NWOT Thirty One bag! Super cute and ready to be used!
672	Bundle for Happy	2	Women/Coats & Jackets/Vest	Old Navy	11.0	0	Super Cute Winter Vest by Old Navy Zip up and button up Fluffy Size L Land End Sweater
673	5 MAC primers	1	Beauty/Makeup/Face	MAC	12.0	1	Free shipping 5 MAC prep + prime skin base visage primers. New
674	KENDRA SCOTT ALEX EARRINGS	1	Women/Jewelry/Earrings	Kendra Scott	40.0	1	"AUTHENTIC KENDRA SCOTT ❤️new never used ❤️gold plated finish ❤️navy cats eye stones ❤️dangle about 2"" ❤️retail [rm] ❤️sorry no holds ❤️firm price ❤️free shipping ❤️generally ships within 24 hours ❤️thanks for stopping by"
675	Black booties	2	Women/Shoes/Boots		16.0	0	Used.Size 7.
676	Too Faced skinny Dip London Makeup Bag	1	Women/Women's Handbags/Cosmetic Bags		16.0	1	Free ship! This's a brand new with tag Too Faced Cosmetics x Skinny Dip London limited edition glitter makeup bag Pouch as shown in pictures! Super cute, has Too faced makeup printed and clover the dog printed on it Item sold as shown in pictures! Please refer to pics for details! All sales are final!! PRICES ARE FIRM! Please do not negotiate! NO HOLD at this time! Free shipping is included ! Thank you for looking!
677	Vera Bradley Shower Vines Day Tote	3	Women/Women's Handbags/Totes & Shoppers	Vera Bradley	24.0	1	"Smoke free and dog friendly home. Retired pattern. Tote has a few snags on strap and discoloring on magnetic snap closure. Overall good condition. Faux-leather straps and base trim Inside, three slip pockets Magnetic snap closure Vera Bradley logo plaque Dimensions 11"" W x 13 ¼"" H x 5"" D with 11"" strap drop Care Tips Spot clean"
678	NWT small lularoe sarah	1	Women/Sweaters/Cardigan	LuLaRoe	45.0	1	No description yet
679	Anarkali dress	3	Women/Dresses/Full-Length		39.0	0	Was for prom it fit and looks great still
